Module	Section	Sample Name	Source
FastQC	all_sections	N22_N2_RNA_S8_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N22_N2_RNA_S8_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N22_N2_RNA_S8_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N22_N2_RNA_S8_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N22_U1_RNA_S9_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N22_U1_RNA_S9_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N22_U1_RNA_S9_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N22_U1_RNA_S9_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N33_N1_RNA_S10_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N33_N1_RNA_S10_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N33_N1_RNA_S10_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N33_N1_RNA_S10_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N33_U1_RNA_S11_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N33_U1_RNA_S11_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N33_U1_RNA_S11_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N33_U1_RNA_S11_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N34_N1_RNA_S12_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N34_N1_RNA_S12_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N34_N1_RNA_S12_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N34_N1_RNA_S12_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N34_U2_RNA_S13_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N34_U2_RNA_S13_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N34_U2_RNA_S13_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N34_U2_RNA_S13_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N43_N2_RNA_S14_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N43_N2_RNA_S14_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N43_N2_RNA_S14_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N43_N2_RNA_S14_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N43_U1_RNA_S15_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N43_U1_RNA_S15_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N43_U1_RNA_S15_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N43_U1_RNA_S15_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N44_N1_RNA_S16_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N44_N1_RNA_S16_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N44_N1_RNA_S16_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N44_N1_RNA_S16_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N44_U1_RNA_S17_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N44_U1_RNA_S17_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N44_U1_RNA_S17_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N44_U1_RNA_S17_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N55_N2_RNA_S18_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N55_N2_RNA_S18_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N55_N2_RNA_S18_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N55_N2_RNA_S18_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N55_U1_RNA_S19_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N55_U1_RNA_S19_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N55_U1_RNA_S19_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N55_U1_RNA_S19_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N56_N2_RNA_S20_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N56_N2_RNA_S20_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N56_N2_RNA_S20_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N56_N2_RNA_S20_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N56_U2_RNA_S21_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N56_U2_RNA_S21_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N56_U2_RNA_S21_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N56_U2_RNA_S21_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N65_N1_RNA_S22_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N65_N1_RNA_S22_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N65_N1_RNA_S22_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N65_N1_RNA_S22_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N65_U2_RNA_S23_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N65_U2_RNA_S23_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N65_U2_RNA_S23_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N65_U2_RNA_S23_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N66_N2_RNA_S24_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N66_N2_RNA_S24_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N66_N2_RNA_S24_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N66_N2_RNA_S24_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N66_U2_RNA_S25_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N66_U2_RNA_S25_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N66_U2_RNA_S25_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N66_U2_RNA_S25_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N77_N1_RNA_S26_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N77_N1_RNA_S26_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N77_N1_RNA_S26_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N77_N1_RNA_S26_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N77_U1_RNA_S27_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N77_U1_RNA_S27_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N77_U1_RNA_S27_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N77_U1_RNA_S27_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N78_N2_RNA_S28_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N78_N2_RNA_S28_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N78_N2_RNA_S28_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N78_N2_RNA_S28_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N78_U2_RNA_S29_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N78_U2_RNA_S29_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N78_U2_RNA_S29_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N78_U2_RNA_S29_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N87_N1_RNA_S30_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N87_N1_RNA_S30_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N87_N1_RNA_S30_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N87_N1_RNA_S30_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N87_U1_RNA_S31_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N87_U1_RNA_S31_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N87_U1_RNA_S31_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N87_U1_RNA_S31_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N88_N1_RNA_S32_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N88_N1_RNA_S32_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N88_N1_RNA_S32_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N88_N1_RNA_S32_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N88_U1_RNA_S33_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N88_U1_RNA_S33_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N88_U1_RNA_S33_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N88_U1_RNA_S33_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N910_N2_RNA_S34_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N910_N2_RNA_S34_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N910_N2_RNA_S34_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N910_N2_RNA_S34_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N910_U2_RNA_S35_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N910_U2_RNA_S35_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N910_U2_RNA_S35_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N910_U2_RNA_S35_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N99_N1_RNA_S36_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N99_N1_RNA_S36_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N99_N1_RNA_S36_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N99_N1_RNA_S36_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N99_U1_RNA_S37_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N99_U1_RNA_S37_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	N99_U1_RNA_S37_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/N99_U1_RNA_S37_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U1010_N1_RNA_S80_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U1010_N1_RNA_S80_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U1010_N1_RNA_S80_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U1010_N1_RNA_S80_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U1010_U1_RNA_S81_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U1010_U1_RNA_S81_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U1010_U1_RNA_S81_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U1010_U1_RNA_S81_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U109_N2_RNA_S78_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U109_N2_RNA_S78_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U109_N2_RNA_S78_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U109_N2_RNA_S78_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U109_U1_RNA_S79_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U109_U1_RNA_S79_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U109_U1_RNA_S79_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U109_U1_RNA_S79_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U11_N1_RNA_S42_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U11_N1_RNA_S42_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U11_N1_RNA_S42_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U11_N1_RNA_S42_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U11_U1_RNA_S43_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U11_U1_RNA_S43_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U11_U1_RNA_S43_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U11_U1_RNA_S43_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U12_N1_RNA_S44_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U12_N1_RNA_S44_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U12_N1_RNA_S44_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U12_N1_RNA_S44_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U12_U1_RNA_S45_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U12_U1_RNA_S45_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U12_U1_RNA_S45_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U12_U1_RNA_S45_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U21_N1_RNA_S46_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U21_N1_RNA_S46_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U21_N1_RNA_S46_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U21_N1_RNA_S46_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U21_U2_RNA_S47_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U21_U2_RNA_S47_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U21_U2_RNA_S47_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U21_U2_RNA_S47_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U22_N1_RNA_S48_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U22_N1_RNA_S48_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U22_N1_RNA_S48_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U22_N1_RNA_S48_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U22_U1_RNA_S49_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U22_U1_RNA_S49_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U22_U1_RNA_S49_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U22_U1_RNA_S49_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U33_N1_RNA_S50_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U33_N1_RNA_S50_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U33_N1_RNA_S50_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U33_N1_RNA_S50_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U33_U1_RNA_S51_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U33_U1_RNA_S51_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U33_U1_RNA_S51_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U33_U1_RNA_S51_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U34_N1_RNA_S52_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U34_N1_RNA_S52_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U34_N1_RNA_S52_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U34_N1_RNA_S52_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U34_U1_RNA_S53_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U34_U1_RNA_S53_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U34_U1_RNA_S53_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U34_U1_RNA_S53_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U43_N1_RNA_S54_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U43_N1_RNA_S54_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U43_N1_RNA_S54_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U43_N1_RNA_S54_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U43_U1_RNA_S55_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U43_U1_RNA_S55_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U43_U1_RNA_S55_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U43_U1_RNA_S55_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U44_N1_RNA_S56_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U44_N1_RNA_S56_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U44_N1_RNA_S56_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U44_N1_RNA_S56_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U44_U1_RNA_S57_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U44_U1_RNA_S57_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U44_U1_RNA_S57_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U44_U1_RNA_S57_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U55_N2_RNA_S58_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U55_N2_RNA_S58_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U55_N2_RNA_S58_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U55_N2_RNA_S58_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U55_U1_RNA_S59_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U55_U1_RNA_S59_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U55_U1_RNA_S59_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U55_U1_RNA_S59_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U56_N1_RNA_S60_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U56_N1_RNA_S60_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U56_N1_RNA_S60_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U56_N1_RNA_S60_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U56_U1_RNA_S61_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U56_U1_RNA_S61_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U56_U1_RNA_S61_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U56_U1_RNA_S61_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
