Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
N22_U1_RNA_S9_L001_R2	48.6832688808209	40.0	119.03351131695433	141	9.090909090909092	35485475.0
N33_N1_RNA_S10_L001_R1	51.076954452784605	40.0	119.3334590023656	141	18.181818181818183	34174423.0
N33_N1_RNA_S10_L001_R2	46.11591701025777	40.0	119.46353696088111	141	9.090909090909092	33697438.0
N33_U1_RNA_S11_L001_R1	50.00698579294949	39.0	124.47033236206127	141	18.181818181818183	27227867.0
N33_U1_RNA_S11_L001_R2	46.08934753349182	39.0	124.77371898932869	141	9.090909090909092	26780378.0
N34_N1_RNA_S12_L001_R1	53.133357973236016	39.0	122.80861807509206	141	18.181818181818183	34638872.0
N34_N1_RNA_S12_L001_R2	48.84909950317506	40.0	123.20023669021333	141	9.090909090909092	34052950.0
N34_U2_RNA_S13_L001_R1	56.470727695583115	39.0	120.12052533335621	141	18.181818181818183	47542536.0
N34_U2_RNA_S13_L001_R2	51.57431647677178	40.0	120.54602261192873	141	18.181818181818183	47033228.0
N43_N2_RNA_S14_L001_R1	52.442324590441395	39.0	120.95661311755923	141	18.181818181818183	40312530.0
N43_N2_RNA_S14_L001_R2	48.05599133964956	40.0	121.34219491817079	141	9.090909090909092	39804919.0
N43_U1_RNA_S15_L001_R1	54.214327472253686	39.0	122.88906489193224	141	18.181818181818183	39160939.0
N43_U1_RNA_S15_L001_R2	49.70959545916477	39.0	123.26738477921911	141	9.090909090909092	38449683.0
N44_N1_RNA_S16_L001_R1	53.20978286583233	38.0	122.89409094706195	141	18.181818181818183	32812077.0
N44_N1_RNA_S16_L001_R2	47.341895154427114	39.0	122.85028433008111	141	9.090909090909092	32004352.0
N44_U1_RNA_S17_L001_R1	53.01266842536848	40.0	122.96939532248348	141	18.181818181818183	35880365.0
N44_U1_RNA_S17_L001_R2	48.97342132780723	40.0	123.3551074543398	141	9.090909090909092	35355901.0
N55_N2_RNA_S18_L001_R1	54.8141354520012	38.0	120.55700456281723	141	18.181818181818183	34744324.0
N55_N2_RNA_S18_L001_R2	50.768093613187276	39.0	121.45807250318862	141	18.181818181818183	34094666.0
N55_U1_RNA_S19_L001_R1	54.442382622174215	38.0	119.04978370005924	141	18.181818181818183	32508793.0
N55_U1_RNA_S19_L001_R2	51.44351399553541	38.0	120.10930090844468	141	18.181818181818183	31452218.0
N56_N2_RNA_S20_L001_R1	53.088004486726206	38.0	119.00699180701197	141	18.181818181818183	36422487.0
N56_N2_RNA_S20_L001_R2	50.19242995400232	39.0	119.81656246434784	141	18.181818181818183	35420357.0
N56_U2_RNA_S21_L001_R1	56.718635323256535	37.0	121.9550394252606	141	18.181818181818183	37014340.0
N56_U2_RNA_S21_L001_R2	51.9442375528759	38.0	122.68470558239038	141	18.181818181818183	36098622.0
N65_N1_RNA_S22_L001_R1	51.40016526834643	38.0	121.71947090156993	141	18.181818181818183	32718449.0
N65_N1_RNA_S22_L001_R2	46.17783575703671	39.0	121.76889200249052	141	9.090909090909092	31758862.0
N65_U2_RNA_S23_L001_R1	52.23871761054972	39.0	120.72074901261615	141	18.181818181818183	35708504.0
N65_U2_RNA_S23_L001_R2	47.11296071341472	40.0	120.72588700525215	141	9.090909090909092	35100835.0
N66_N2_RNA_S24_L001_R1	50.31610531506194	39.0	122.55760441178766	141	18.181818181818183	28304898.0
N66_N2_RNA_S24_L001_R2	46.14422191040573	39.0	122.89255075544298	141	9.090909090909092	27720623.0
N66_U2_RNA_S25_L001_R1	50.49051799514857	38.0	118.40954351534768	141	18.181818181818183	31551707.0
N66_U2_RNA_S25_L001_R2	47.726880178483846	38.0	119.02936938064065	141	9.090909090909092	30708683.0
N77_N1_RNA_S26_L001_R1	53.11597269770583	39.0	118.11362128803448	141	18.181818181818183	34916441.0
N77_N1_RNA_S26_L001_R2	48.8056589247505	40.0	118.43780354882958	141	9.090909090909092	34285670.0
N77_U1_RNA_S27_L001_R1	55.15590520128182	37.0	119.97366737990272	141	18.181818181818183	33336789.0
N77_U1_RNA_S27_L001_R2	51.190969438328416	38.0	120.68319178245451	141	18.181818181818183	32211857.0
N78_N2_RNA_S28_L001_R1	54.75512653076444	38.0	117.88706591023639	141	18.181818181818183	38388028.0
N78_N2_RNA_S28_L001_R2	51.139803021921445	38.0	118.81580424982334	141	18.181818181818183	37453698.0
N78_U2_RNA_S29_L001_R1	57.11287969523176	39.0	119.2108536598224	141	18.181818181818183	43058674.0
N78_U2_RNA_S29_L001_R2	52.64086446022774	39.0	119.74705572325281	141	18.181818181818183	42148042.0
N87_N1_RNA_S30_L001_R1	53.674118128478284	38.0	119.85637393488769	141	18.181818181818183	35647297.0
N87_N1_RNA_S30_L001_R2	48.77176600370947	39.0	119.83341842599665	141	9.090909090909092	34783649.0
N87_U1_RNA_S31_L001_R1	54.26059295637213	37.0	118.51740739716699	141	18.181818181818183	32478434.0
N87_U1_RNA_S31_L001_R2	49.67688405774299	38.0	118.77446060504772	141	9.090909090909092	31329826.0
N88_N1_RNA_S32_L001_R1	54.198947314921256	38.0	118.26265618089644	141	18.181818181818183	34667172.0
N88_N1_RNA_S32_L001_R2	49.854404252352566	39.0	118.75179475519496	141	9.090909090909092	33962292.0
N88_U1_RNA_S33_L001_R1	52.88493547268586	39.0	118.47754526011259	141	18.181818181818183	31918005.0
N88_U1_RNA_S33_L001_R2	48.72566249045317	39.0	118.91480702080574	141	9.090909090909092	31324154.0
N910_N2_RNA_S34_L001_R1	55.25256077637437	39.0	119.07650563092515	141	18.181818181818183	43852563.0
N910_N2_RNA_S34_L001_R2	49.99480135680404	40.0	119.32419668294538	141	9.090909090909092	43310110.0
N910_U2_RNA_S35_L001_R1	54.44008357537313	39.0	120.59037867528637	141	18.181818181818183	39076989.0
N910_U2_RNA_S35_L001_R2	49.72677351430972	40.0	121.04358984262792	141	9.090909090909092	38627944.0
N99_N1_RNA_S36_L001_R1	54.19838346841005	40.0	122.80873873227449	141	18.181818181818183	41350071.0
N99_N1_RNA_S36_L001_R2	49.080036646518145	40.0	122.94260038809904	141	9.090909090909092	40802471.0
N99_U1_RNA_S37_L001_R1	52.480227103334	39.0	121.81016504975145	141	18.181818181818183	33890872.0
N99_U1_RNA_S37_L001_R2	46.04651843022861	39.0	121.68749460209743	141	9.090909090909092	33276814.0
U1010_N1_RNA_S80_L001_R1	53.05148528170306	39.0	120.02571047784234	141	18.181818181818183	34341641.0
U1010_N1_RNA_S80_L001_R2	47.772014230210104	40.0	120.14128348720232	141	9.090909090909092	33523217.0
U1010_U1_RNA_S81_L001_R1	52.11628207620227	39.0	121.20461240580808	141	18.181818181818183	35333708.0
U1010_U1_RNA_S81_L001_R2	46.424753400605134	40.0	121.19104626278767	141	9.090909090909092	34748641.0
U109_N2_RNA_S78_L001_R1	54.68670473608277	39.0	120.1847620370375	141	18.181818181818183	43387046.0
U109_N2_RNA_S78_L001_R2	49.69397184082016	39.0	120.64570300959289	141	9.090909090909092	42807019.0
U109_U1_RNA_S79_L001_R1	56.48093346138131	39.0	119.59486913466365	141	18.181818181818183	47166157.0
U109_U1_RNA_S79_L001_R2	51.84623656655486	39.0	120.00064994498146	141	18.181818181818183	46256223.0
U11_N1_RNA_S42_L001_R1	50.91645513139226	39.0	118.18704431051462	141	18.181818181818183	34616637.0
U11_N1_RNA_S42_L001_R2	45.57997246999371	39.0	118.1949110291297	141	9.090909090909092	33981684.0
U11_U1_RNA_S43_L001_R1	54.08586468614867	38.0	118.36317676194288	141	18.181818181818183	37810803.0
U11_U1_RNA_S43_L001_R2	50.288781086919805	39.0	118.95968574148559	141	18.181818181818183	36823696.0
U12_N1_RNA_S44_L001_R1	52.04667554888408	38.0	121.30776738312242	141	18.181818181818183	31946332.0
U12_N1_RNA_S44_L001_R2	47.57746497571282	39.0	121.9460179900038	141	9.090909090909092	31420338.0
U12_U1_RNA_S45_L001_R1	52.21454645595481	39.0	122.484785567119	141	18.181818181818183	34355109.0
U12_U1_RNA_S45_L001_R2	46.97350705675344	39.0	122.72292839901553	141	9.090909090909092	33767748.0
U21_N1_RNA_S46_L001_R1	51.73368160761756	40.0	119.8129839060734	141	18.181818181818183	35064656.0
U21_N1_RNA_S46_L001_R2	47.607470306202195	40.0	120.21553791113332	141	9.090909090909092	34649162.0
U21_U2_RNA_S47_L001_R1	54.18340875305591	39.0	120.98653470595369	141	18.181818181818183	37530261.0
U21_U2_RNA_S47_L001_R2	49.49111348457104	39.0	121.32933637162218	141	9.090909090909092	36971249.0
U22_N1_RNA_S48_L001_R1	53.16103739761557	39.0	119.35741487628205	141	18.181818181818183	38715238.0
U22_N1_RNA_S48_L001_R2	49.6400821839702	40.0	119.9671371241378	141	9.090909090909092	38121618.0
U22_U1_RNA_S49_L001_R1	52.07141780252286	39.0	121.66825550707395	141	18.181818181818183	31648658.0
U22_U1_RNA_S49_L001_R2	47.631089424759644	39.0	121.94471017947401	141	9.090909090909092	31107010.0
U33_N1_RNA_S50_L001_R1	52.23026543690159	38.0	123.03550167514909	141	18.181818181818183	31848807.0
U33_N1_RNA_S50_L001_R2	47.1610860385972	38.0	123.29695342426314	141	9.090909090909092	31036911.0
U33_U1_RNA_S51_L001_R1	62.27437125559781	35.0	115.59329943389066	137	36.36363636363637	32281750.0
U33_U1_RNA_S51_L001_R2	62.676712995800656	36.0	119.21685579711969	141	27.27272727272727	29661273.0
U34_N1_RNA_S52_L001_R1	53.26552795623703	38.0	122.26403416142789	141	18.181818181818183	34176089.0
U34_N1_RNA_S52_L001_R2	48.66132369117506	39.0	122.77494342563575	141	9.090909090909092	33689729.0
U34_U1_RNA_S53_L001_R1	62.73181408970896	35.0	111.03192050503799	127	36.36363636363637	35910804.0
U34_U1_RNA_S53_L001_R2	64.76611086833094	36.0	114.41356794431178	137	27.27272727272727	32718162.0
U43_N1_RNA_S54_L001_R1	51.90950473757782	38.0	122.96311570636071	141	18.181818181818183	29743663.0
U43_N1_RNA_S54_L001_R2	47.10391375296952	38.0	123.24835116329659	141	9.090909090909092	29039413.0
U43_U1_RNA_S55_L001_R1	53.828012994085356	37.0	122.4804611086186	141	18.181818181818183	32089359.0
U43_U1_RNA_S55_L001_R2	50.26889988124672	38.0	123.46134875049518	141	18.181818181818183	30842858.0
U44_N1_RNA_S56_L001_R1	53.53030120193355	38.0	121.78601352224665	141	18.181818181818183	29702017.0
U44_N1_RNA_S56_L001_R2	49.03578401981369	38.0	122.1271944922075	141	9.090909090909092	29143872.0
U44_U1_RNA_S57_L001_R1	54.694008444622	37.0	119.05335931685092	141	18.181818181818183	30968350.0
U44_U1_RNA_S57_L001_R2	50.71726562250085	37.0	119.54521358120232	141	18.181818181818183	29921828.0
U55_N2_RNA_S58_L001_R1	52.262003895525424	40.0	121.74247783922607	141	18.181818181818183	34769431.0
U55_N2_RNA_S58_L001_R2	47.47823492026585	40.0	122.20046428518482	141	9.090909090909092	34401270.0
U55_U1_RNA_S59_L001_R1	51.606244837406685	39.0	122.48641906709813	141	18.181818181818183	34687271.0
U55_U1_RNA_S59_L001_R2	46.99896773009535	40.0	123.04708097110641	141	9.090909090909092	34312079.0
U56_N1_RNA_S60_L001_R1	51.488786257844325	40.0	122.25618919944199	141	18.181818181818183	34751223.0
U56_N1_RNA_S60_L001_R2	46.90853245350598	40.0	122.77538277770326	141	0.0	34436371.0
U56_U1_RNA_S61_L001_R1	52.69933906513457	40.0	124.84856449478559	141	18.181818181818183	33900260.0
U56_U1_RNA_S61_L001_R2	47.879872878760686	40.0	125.32973122446342	141	9.090909090909092	33450775.0
U65_N1_RNA_S62_L001_R1	52.871973325938036	39.0	123.66481121998281	141	18.181818181818183	35971392.0
U65_N1_RNA_S62_L001_R2	48.406044602713536	40.0	124.29159536113033	141	9.090909090909092	35608502.0
U65_U2_RNA_S63_L001_R1	53.96907321198782	39.0	121.42400456733459	141	18.181818181818183	35309872.0
U65_U2_RNA_S63_L001_R2	49.272462257809416	39.0	121.83777819597483	141	9.090909090909092	34747043.0
U66_N1_RNA_S64_L001_R1	52.658027004234	39.0	123.65791388502004	141	18.181818181818183	33565101.0
U66_N1_RNA_S64_L001_R2	45.44301645973774	40.0	123.10685826492154	141	9.090909090909092	32935721.0
U66_U1_RNA_S65_L001_R1	54.62494955785393	38.0	118.74848110530733	141	18.181818181818183	36914837.0
U66_U1_RNA_S65_L001_R2	50.720247287526796	38.0	119.20004557366991	141	18.181818181818183	35731158.0
U77_N1_RNA_S66_L001_R1	52.10512889936157	39.0	120.93479795288724	141	18.181818181818183	33398844.0
U77_N1_RNA_S66_L001_R2	47.33242739875293	39.0	121.40204587059337	141	9.090909090909092	32889568.0
U77_U1_RNA_S67_L001_R1	49.83775840018308	37.0	119.19805275033937	141	9.090909090909092	24855878.0
U77_U1_RNA_S67_L001_R2	45.58432840582296	38.0	119.63911611806627	141	9.090909090909092	24227987.0
U78_N1_RNA_S68_L001_R1	54.63914320938682	38.0	118.89544876272649	141	18.181818181818183	40403233.0
U78_N1_RNA_S68_L001_R2	51.09252184262914	38.0	119.75794080796108	141	18.181818181818183	39379620.0
U78_U1_RNA_S69_L001_R1	56.02459437093984	38.0	124.2345035162944	141	18.181818181818183	40135718.0
U78_U1_RNA_S69_L001_R2	50.85527876299055	38.0	124.83632091205068	141	18.181818181818183	39319745.0
U87_N1_RNA_S70_L001_R1	56.2662562846689	37.0	120.22579036649427	141	18.181818181818183	42579930.0
U87_N1_RNA_S70_L001_R2	51.29545538654027	38.0	120.64970411463331	141	18.181818181818183	41322929.0
U87_U1_RNA_S71_L001_R1	55.88107259574968	37.0	118.48347911491211	141	18.181818181818183	36399775.0
U87_U1_RNA_S71_L001_R2	52.87976760890925	38.0	119.5436391066645	141	18.181818181818183	35341168.0
U88_N1_RNA_S72_L001_R1	54.62164416478562	37.0	124.14237301445786	141	18.181818181818183	32471610.0
U88_N1_RNA_S72_L001_R2	50.31093790442605	38.0	124.94214782625555	141	18.181818181818183	31772272.0
U88_U1_RNA_S73_L001_R1	56.07784629422306	37.0	118.90749750913683	141	18.181818181818183	38612117.0
U88_U1_RNA_S73_L001_R2	52.9498604535437	38.0	119.98834202764043	141	18.181818181818183	37495800.0
U910_N2_RNA_S74_L001_R1	54.668980473428945	38.0	120.09586348693175	141	18.181818181818183	40641501.0
U910_N2_RNA_S74_L001_R2	49.55643527720519	39.0	120.66204098666198	141	9.090909090909092	39945190.0
U910_U2_RNA_S75_L001_R1	53.98894369572583	39.0	117.56134686209052	137	18.181818181818183	38155562.0
U910_U2_RNA_S75_L001_R2	49.75394168785973	40.0	118.1958122708152	137	9.090909090909092	37716288.0
U99_N2_RNA_S76_L001_R1	47.91576698584551	39.0	121.70685821955603	141	9.090909090909092	22988255.0
U99_N2_RNA_S76_L001_R2	43.30613530225859	39.0	122.0486719741143	141	9.090909090909092	22652194.0
U99_U2_RNA_S77_L001_R1	56.31495890211497	39.0	117.40155652463206	141	18.181818181818183	45090581.0
U99_U2_RNA_S77_L001_R2	51.95863891470723	39.0	118.03523974213935	141	18.181818181818183	44362101.0
